Student ID,Day,Time,Course ID,Room
1,Tuesday,13:00,C1,R4
1,Thursday,16:00,C3,R1
1,Friday,12:00,C4,R2
2,Tuesday,13:00,C1,R4
2,Monday,11:00,C2,R2
2,Thursday,16:00,C3,R1
3,Monday,11:00,C2,R2
3,Thursday,16:00,C3,R1
3,Friday,11:00,C7,R5
4,Tuesday,13:00,C1,R4
4,Monday,11:00,C2,R2
4,Thursday,16:00,C3,R1
4,Friday,12:00,C4,R2
4,Wednesday,12:00,C6,R4
4,Friday,11:00,C7,R5
4,Thursday,17:00,C8,R1
4,Wednesday,11:00,C9,R5
5,Thursday,16:00,C3,R1
5,Friday,12:00,C4,R2
5,Wednesday,12:00,C6,R4
5,Friday,11:00,C7,R5
6,Tuesday,13:00,C1,R4
6,Friday,13:00,C5,R1
6,Wednesday,12:00,C6,R4
6,Thursday,17:00,C8,R1
6,Wednesday,11:00,C9,R5
7,Thursday,16:00,C3,R1
7,Friday,12:00,C4,R2
7,Wednesday,12:00,C6,R4
7,Friday,11:00,C7,R5
8,Tuesday,13:00,C1,R4
8,Monday,11:00,C2,R2
8,Thursday,16:00,C3,R1
8,Friday,12:00,C4,R2
8,Monday,12:00,C10,R1
9,Tuesday,13:00,C1,R4
9,Thursday,16:00,C3,R1
9,Friday,12:00,C4,R2
9,Wednesday,12:00,C6,R4
10,Tuesday,13:00,C1,R4
10,Friday,11:00,C7,R5
10,Monday,12:00,C10,R1
11,Friday,12:00,C4,R2
12,Tuesday,13:00,C1,R4
12,Friday,13:00,C5,R1
12,Wednesday,11:00,C9,R5
13,Tuesday,13:00,C1,R4
13,Monday,11:00,C2,R2
13,Wednesday,12:00,C6,R4
14,Monday,11:00,C2,R2
14,Thursday,16:00,C3,R1
14,Friday,13:00,C5,R1
14,Thursday,17:00,C8,R1
14,Wednesday,11:00,C9,R5
14,Monday,12:00,C10,R1
15,Monday,11:00,C2,R2
15,Friday,11:00,C7,R5
15,Thursday,17:00,C8,R1
15,Wednesday,11:00,C9,R5
16,Thursday,16:00,C3,R1
16,Friday,12:00,C4,R2
16,Wednesday,12:00,C6,R4
16,Friday,11:00,C7,R5
17,Monday,11:00,C2,R2
18,Tuesday,13:00,C1,R4
18,Monday,11:00,C2,R2
18,Thursday,16:00,C3,R1
18,Friday,13:00,C5,R1
18,Wednesday,12:00,C6,R4
18,Thursday,17:00,C8,R1
19,Monday,11:00,C2,R2
19,Thursday,17:00,C8,R1
20,Monday,11:00,C2,R2
20,Thursday,16:00,C3,R1
20,Friday,12:00,C4,R2
20,Wednesday,12:00,C6,R4
21,Wednesday,12:00,C6,R4
21,Friday,11:00,C7,R5
21,Thursday,17:00,C8,R1
22,Monday,11:00,C2,R2
22,Thursday,16:00,C3,R1
22,Wednesday,12:00,C6,R4
22,Thursday,17:00,C8,R1
23,Tuesday,13:00,C1,R4
23,Friday,12:00,C4,R2
23,Wednesday,11:00,C9,R5
24,Tuesday,13:00,C1,R4
24,Monday,12:00,C10,R1
25,Monday,11:00,C2,R2
25,Wednesday,12:00,C6,R4
25,Friday,11:00,C7,R5
26,Tuesday,13:00,C1,R4
26,Thursday,16:00,C3,R1
26,Friday,11:00,C7,R5
26,Thursday,17:00,C8,R1
26,Monday,12:00,C10,R1
27,Friday,13:00,C5,R1
27,Wednesday,12:00,C6,R4
28,Tuesday,13:00,C1,R4
29,Thursday,16:00,C3,R1
29,Wednesday,12:00,C6,R4
29,Friday,11:00,C7,R5
30,Tuesday,13:00,C1,R4
30,Monday,11:00,C2,R2
30,Friday,12:00,C4,R2
30,Friday,13:00,C5,R1
30,Wednesday,12:00,C6,R4
30,Thursday,17:00,C8,R1
30,Wednesday,11:00,C9,R5
