Student ID,Day,Time,Course ID,Room
1,Wednesday,16:00,C3,R4
1,Friday,11:00,C4,R3
1,Tuesday,11:00,C5,R2
2,Tuesday,11:00,C5,R2
2,Thursday,12:00,C7,R4
3,Thursday,12:00,C7,R4
3,Tuesday,10:00,C9,R3
4,Monday,11:00,C1,R4
4,Tuesday,10:00,C9,R3
4,Friday,15:00,C10,R3
5,Monday,11:00,C1,R4
5,Wednesday,16:00,C3,R4
5,Wednesday,15:00,C6,R5
5,Friday,15:00,C10,R3
6,Thursday,12:00,C7,R4
6,Friday,14:00,C8,R5
7,Monday,11:00,C1,R4
7,Thursday,12:00,C7,R4
7,Friday,14:00,C8,R5
8,Monday,10:00,C2,R1
8,Thursday,12:00,C7,R4
8,Friday,15:00,C10,R3
9,Monday,10:00,C2,R1
9,Wednesday,16:00,C3,R4
9,Wednesday,15:00,C6,R5
9,Friday,15:00,C10,R3
10,Friday,11:00,C4,R3
10,Thursday,12:00,C7,R4
11,Monday,11:00,C1,R4
11,Tuesday,11:00,C5,R2
11,Wednesday,15:00,C6,R5
12,Wednesday,16:00,C3,R4
12,Tuesday,11:00,C5,R2
12,Thursday,12:00,C7,R4
12,Friday,14:00,C8,R5
12,Friday,15:00,C10,R3
13,Monday,11:00,C1,R4
13,Wednesday,16:00,C3,R4
13,Friday,11:00,C4,R3
14,Monday,11:00,C1,R4
14,Tuesday,11:00,C5,R2
14,Tuesday,10:00,C9,R3
14,Friday,15:00,C10,R3
15,Wednesday,15:00,C6,R5
15,Thursday,12:00,C7,R4
16,Monday,11:00,C1,R4
16,Monday,10:00,C2,R1
16,Wednesday,16:00,C3,R4
16,Wednesday,15:00,C6,R5
16,Tuesday,10:00,C9,R3
17,Monday,10:00,C2,R1
17,Wednesday,16:00,C3,R4
17,Friday,11:00,C4,R3
17,Tuesday,11:00,C5,R2
17,Wednesday,15:00,C6,R5
18,Tuesday,11:00,C5,R2
18,Wednesday,15:00,C6,R5
18,Friday,14:00,C8,R5
19,Tuesday,11:00,C5,R2
19,Thursday,12:00,C7,R4
19,Friday,15:00,C10,R3
20,Monday,11:00,C1,R4
20,Wednesday,15:00,C6,R5
20,Tuesday,10:00,C9,R3
21,Tuesday,11:00,C5,R2
21,Wednesday,15:00,C6,R5
21,Thursday,12:00,C7,R4
21,Tuesday,10:00,C9,R3
22,Monday,10:00,C2,R1
22,Tuesday,11:00,C5,R2
22,Wednesday,15:00,C6,R5
22,Thursday,12:00,C7,R4
23,Thursday,12:00,C7,R4
24,Monday,11:00,C1,R4
24,Wednesday,16:00,C3,R4
24,Tuesday,11:00,C5,R2
24,Wednesday,15:00,C6,R5
24,Thursday,12:00,C7,R4
24,Friday,14:00,C8,R5
25,Wednesday,16:00,C3,R4
26,Wednesday,16:00,C3,R4
26,Friday,11:00,C4,R3
26,Thursday,12:00,C7,R4
27,Wednesday,16:00,C3,R4
27,Tuesday,11:00,C5,R2
27,Thursday,12:00,C7,R4
28,Tuesday,11:00,C5,R2
28,Friday,15:00,C10,R3
29,Monday,10:00,C2,R1
29,Wednesday,16:00,C3,R4
29,Friday,15:00,C10,R3
30,Monday,11:00,C1,R4
30,Wednesday,16:00,C3,R4
30,Friday,15:00,C10,R3
