Student ID,Day,Time,Course ID,Room
1,Tuesday,12:00,C1,R5
1,Wednesday,09:00,C2,R1
1,Thursday,15:00,C3,R3
1,Friday,14:00,C4,R4
1,Thursday,16:00,C6,R5
1,Tuesday,11:00,C7,R5
1,Wednesday,10:00,C8,R3
1,Wednesday,11:00,C10,R3
2,Thursday,15:00,C3,R3
2,Friday,14:00,C4,R4
2,Monday,15:00,C5,R2
2,Tuesday,11:00,C7,R5
2,Thursday,14:00,C9,R4
2,Wednesday,11:00,C10,R3
3,Monday,15:00,C5,R2
3,Tuesday,11:00,C7,R5
3,Wednesday,10:00,C8,R3
4,Wednesday,09:00,C2,R1
4,Thursday,15:00,C3,R3
4,Monday,15:00,C5,R2
4,Thursday,16:00,C6,R5
4,Tuesday,11:00,C7,R5
4,Wednesday,10:00,C8,R3
4,Wednesday,11:00,C10,R3
5,Friday,14:00,C4,R4
5,Monday,15:00,C5,R2
5,Thursday,16:00,C6,R5
6,Monday,15:00,C5,R2
7,Tuesday,12:00,C1,R5
7,Thursday,15:00,C3,R3
7,Monday,15:00,C5,R2
7,Tuesday,11:00,C7,R5
7,Wednesday,11:00,C10,R3
8,Wednesday,09:00,C2,R1
8,Monday,15:00,C5,R2
9,Friday,14:00,C4,R4
10,Tuesday,12:00,C1,R5
10,Wednesday,09:00,C2,R1
10,Friday,14:00,C4,R4
10,Tuesday,11:00,C7,R5
11,Tuesday,12:00,C1,R5
11,Thursday,15:00,C3,R3
11,Wednesday,10:00,C8,R3
12,Wednesday,09:00,C2,R1
12,Thursday,15:00,C3,R3
12,Monday,15:00,C5,R2
12,Tuesday,11:00,C7,R5
12,Wednesday,10:00,C8,R3
13,Tuesday,12:00,C1,R5
13,Thursday,15:00,C3,R3
13,Tuesday,11:00,C7,R5
13,Wednesday,10:00,C8,R3
14,Wednesday,09:00,C2,R1
14,Thursday,15:00,C3,R3
14,Thursday,16:00,C6,R5
14,Tuesday,11:00,C7,R5
14,Wednesday,10:00,C8,R3
14,Thursday,14:00,C9,R4
15,Tuesday,12:00,C1,R5
15,Friday,14:00,C4,R4
15,Tuesday,11:00,C7,R5
15,Wednesday,10:00,C8,R3
16,Monday,15:00,C5,R2
16,Thursday,14:00,C9,R4
16,Wednesday,11:00,C10,R3
17,Tuesday,12:00,C1,R5
17,Monday,15:00,C5,R2
18,Tuesday,12:00,C1,R5
18,Thursday,15:00,C3,R3
19,Wednesday,10:00,C8,R3
20,Tuesday,12:00,C1,R5
20,Wednesday,09:00,C2,R1
20,Friday,14:00,C4,R4
20,Monday,15:00,C5,R2
20,Tuesday,11:00,C7,R5
20,Wednesday,10:00,C8,R3
21,Wednesday,09:00,C2,R1
21,Monday,15:00,C5,R2
21,Thursday,16:00,C6,R5
21,Wednesday,10:00,C8,R3
22,Tuesday,12:00,C1,R5
22,Thursday,15:00,C3,R3
22,Tuesday,11:00,C7,R5
22,Wednesday,10:00,C8,R3
23,Tuesday,12:00,C1,R5
23,Thursday,15:00,C3,R3
23,Friday,14:00,C4,R4
24,Thursday,15:00,C3,R3
26,Tuesday,12:00,C1,R5
26,Thursday,15:00,C3,R3
26,Thursday,14:00,C9,R4
26,Wednesday,11:00,C10,R3
27,Thursday,15:00,C3,R3
27,Friday,14:00,C4,R4
27,Monday,15:00,C5,R2
27,Wednesday,10:00,C8,R3
28,Thursday,15:00,C3,R3
28,Monday,15:00,C5,R2
28,Tuesday,11:00,C7,R5
28,Thursday,14:00,C9,R4
28,Wednesday,11:00,C10,R3
29,Monday,15:00,C5,R2
29,Tuesday,11:00,C7,R5
29,Thursday,14:00,C9,R4
30,Tuesday,12:00,C1,R5
30,Friday,14:00,C4,R4
30,Wednesday,10:00,C8,R3
